failure,smart_1_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_10_raw,smart_12_raw,smart_187_raw,smart_191_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw
1,6,0,3,0,0,1132,0,3,0,0,0,146,31,0,0,0
1,0,0,4,0,0,1133,0,4,0,0,0,129,30,0,0,0
1,220318585,0,31,0,1335056260,30718,0,31,6,0,0,0,29,0,0,0
1,73214752,0,13,0,814161624,11257,0,13,2,0,1,6164,24,40,40,0
1,1564456,0,7,38848,4.33452e+12,11234,0,7,185,0,4,1277,28,24,24,0
1,192865952,0,76,0,880428422,19073,0,76,9,0,36,271129,31,0,0,0
1,20960944,0,14,0,833542144,11256,0,13,1,0,3,4135,20,8,8,0
1,0,638,66,58,0,37275,0,66,0,0,1108,1108,27,18,0,0
1,0,6258,12,0,0,4545,0,12,0,0,3,77681,29,0,0,0
1,60344309,0,72,105,1679655152,48877,0,72,12,0,0,0,31,5,5,0
1,64408168,0,24,0,86108593,21446,0,24,0,0,7,245849,27,48,48,0
1,149642528,0,2,0,142461161,2408,0,2,6,0,1,21509,22,0,0,0
1,24,6725,57,0,0,48145,0,55,0,0,3,57,28,0,0,0
1,9142536,0,25,0,3.44393e+11,15103,0,25,0,0,10,25,29,0,0,1
1,136362437,0,2,16,14286984,318,0,2,31,0,0,37,22,32,32,0
1,0,525,24,0,0,10677,0,22,0,0,231,231,27,0,0,4
1,164653952,0,3,0,142673672,2479,0,3,6,0,1,21907,22,0,0,0
1,84785112,0,6,0,903526102,11270,0,6,0,0,2,4285,23,0,0,0
1,47001646,0,45,0,832405843,22197,0,45,7,0,12,468887,23,0,0,0
1,160054125,0,43,131,2130239837,45612,0,43,6,0,0,0,27,6,6,0
1,107435334,0,72,3214,1386959495,43447,0,72,0,0,0,0,30,4,4,0
1,0,0,3,0,0,4525,0,3,0,0,58,58,36,0,0,0
1,189882022,0,57,11,1453506711,40224,0,57,51,0,0,0,29,0,0,0
1,162407469,0,103,1090,1901242479,49362,0,102,0,0,0,0,31,185,185,0
1,65536,572,16,35,0,16539,0,15,0,0,29,29,24,48,0,0
1,0,651,17,44,0,35896,0,17,0,0,894,894,28,2,0,0
1,28,6175,17,0,0,5929,0,17,0,0,3,144442,28,1,0,0
1,242132392,0,15,0,258347137,14026,0,15,0,0,9,1764,27,64,64,0
1,6,0,4,0,0,1252,0,4,0,0,0,151,33,0,0,0
1,48,6308,17,0,0,6561,0,17,0,0,4,114920,28,0,0,0
1,0,0,4,0,0,1254,0,4,0,0,0,135,32,0,0,0
1,166313728,0,83,0,64581712508,25052,0,78,19,0,17,331619,20,744,744,1080
1,158,5975,61,1,0,5679,0,61,0,0,42,232896,28,0,0,0
1,0,638,17,5,0,36959,0,17,0,0,988,988,25,0,0,1
1,231355862,0,37,0,1151042865,21874,0,37,0,0,0,0,26,0,0,0
1,229400712,0,88,0,108040850,20808,0,88,39,0,64,200990,26,8,8,2
1,92061968,0,28,0,875465683,17606,0,25,0,0,11,211476,26,0,0,0
1,77131464,0,28,1080,892239254,17608,0,27,0,0,11,214749,27,0,0,0
1,44,5491,18,0,0,5098,0,18,0,0,3,518,29,0,0,0
1,67460896,0,5,0,112593667,1381,0,5,0,0,0,469,22,0,0,0
1,38,0,3,0,0,3721,0,3,0,0,0,1149,29,1,0,0
1,28330483,0,61,817,1981011606,45266,0,61,15,0,0,0,30,8,8,0
1,210304104,0,6,0,8769022953,2670,0,6,0,0,6,3613,25,0,0,0
1,203077208,0,8,0,861816187,10950,0,6,0,0,1,8392,20,0,0,0
1,180779243,0,33,0,941184539,18295,0,33,0,0,0,0,29,0,0,0
1,201059304,0,75,960,3.87379e+11,19293,0,75,118,0,36,277338,34,216,216,2
1,62,5416,31,0,0,10299,0,31,0,0,3,27,28,2,0,0
1,46099450,0,76,21816,891690843,19311,0,76,204,0,36,276221,34,0,0,1
1,0,447,5,0,0,3082,0,5,0,0,37,37,22,0,0,2
1,209667079,0,29,3992,1967145955,44356,0,29,0,0,0,0,27,0,0,0
1,266,6525,11,0,0,4167,0,11,0,0,1,191,27,0,0,0
1,13026728,0,44,0,55987852816,18326,0,44,0,0,9,44,27,0,0,0
1,60015266,0,11,2112,435683591,8320,0,9,38,0,1,12147,29,296,296,0
1,135446345,0,69,886,6077618780,45289,0,68,68,0,0,0,26,2,2,0
1,42972161,0,1,104,138271949,2166,0,1,56,0,0,70,26,200,200,0
1,40958456,0,79,1320,906970263,19360,0,79,2,0,37,277142,30,0,0,5
1,0,0,1,0,0,36,0,1,0,0,0,0,25,0,0,0
1,72241091,0,67,2725,10311329825,45525,0,67,12,0,0,0,25,0,0,0
1,184775672,0,34,0,23804451,22117,0,34,0,0,7,320227,29,24,24,0
1,65536,640,38,0,0,27833,0,37,0,0,43,43,27,11,0,0
1,0,448,22,0,0,3070,1,22,0,0,35,35,25,0,0,1
1,167367224,0,43,0,5025210048,18281,0,42,0,0,12,326075,27,0,0,0
1,101296400,0,71,0,879870143,19384,0,71,0,0,31,276351,30,0,0,2
1,0,6566,34,0,0,10638,0,34,0,0,8,25,32,0,0,19
1,1442002,486,14,132,0,17518,0,14,0,0,16,16,23,40,0,0
1,0,0,4,260,36,485,0,4,0,0,0,94,27,0,0,0
1,142577352,0,7,776,264666953,14286,0,7,33,0,2,7977,27,24,24,0
1,131073,624,15,21,0,32801,0,14,0,0,716,716,28,0,0,0
1,0,0,3,71,0,3895,0,3,0,0,11,11,28,16,0,0
1,7294749,0,52,3079,1036489652,22223,0,52,0,0,0,0,31,0,0,0
1,4294967295,568,17,0,0,29710,0,17,0,0,1158,1158,28,0,0,0
1,0,504,28,0,0,10667,0,26,0,0,228,228,27,0,0,10
1,97235544,0,5,0,963565277,10991,0,5,0,0,1,8770,24,0,0,0
1,153874016,0,75,736,876690093,19479,0,75,11,0,36,272772,33,0,0,0
1,234573048,0,75,0,868317882,19481,0,75,7,0,34,288871,33,8,8,0
1,195230440,0,5,0,688011516,9003,0,5,24,0,0,2450,25,72,72,0
1,150,6283,37,0,0,10867,0,35,0,0,3,33,23,1,0,0
1,0,3216,43,0,0,33366,0,41,0,0,31,43,29,1,0,0
1,87549384,0,3,0,185609457,2839,0,3,7,0,1,503,23,40,40,0
1,12890608,0,31,0,1.41927e+11,13407,0,31,0,0,6,31,26,0,0,0
1,176107265,0,9,8656,947738795,11745,0,9,364,0,6,4003,26,448,448,0
1,124038032,0,47,666,6.6785e+11,46049,0,47,0,0,0,0,27,1,1,0
1,6,2861,11,0,0,16255,0,12,0,0,0,0,22,1,0,0
1,97170872,0,47,2576,52386013778,22653,0,47,60,0,12,462175,26,0,0,0
1,83193336,0,1,0,1241109,177,0,1,0,0,0,3244,29,0,0,0
1,23025192,0,53,0,2.28441e+11,18562,0,52,0,0,9,53,25,0,0,0
1,102811383,0,73,2875,2.37626e+11,46719,0,73,0,0,0,0,27,5,5,0
1,113495381,0,70,3,1484824316,33357,0,70,18,0,0,0,30,4,4,0
1,8704479,0,101,321,1326585226,41931,0,101,24,0,0,0,29,0,0,0
1,19594528,0,6,7304,755660772,9055,0,6,153,0,2,4047,26,64,64,1
1,201577616,0,1,0,188223066,2794,0,1,12,0,0,375,22,24,24,0
1,178229232,0,1,440,39625972,799,0,1,0,0,0,111,23,0,0,0
1,108328189,0,82,3146,1435542111,48509,0,82,0,0,0,0,30,0,0,6
1,0,573,16,16,0,30925,0,16,0,0,1158,1158,26,0,0,0
1,107688448,0,48,2075,324010481,30928,0,24,172,0,0,0,26,10,10,0
1,194314640,0,36,0,890759553,21155,0,35,0,0,8,313659,27,0,0,1
1,19753605,0,66,3978,1657147913,48898,0,65,0,0,0,0,26,0,0,0
1,213336876,0,84,0,1870977023,47373,0,84,0,0,0,0,30,0,0,0
1,46271096,0,86,3975,1824237181,46812,0,86,0,0,0,0,30,0,0,0
1,142117744,0,1,8,176248785,2649,0,1,0,0,1,242,23,8,8,0
1,36115207,0,77,31,1458659234,48542,0,77,0,0,0,0,29,0,0,1
1,82537894,0,12,808,1639980924,34157,0,12,6,0,0,0,27,2,2,0
1,37422416,0,37,976,26137899790,28532,0,35,0,0,13,309876,24,48,48,0
1,8115992,0,59,0,688336710,21623,0,58,0,0,12,59,24,0,0,0
1,127280120,0,12,40,468544324,8704,0,10,14,0,1,16823,30,24,24,0
1,237895984,0,1,656,109924873,2528,0,1,26,0,0,6062,26,24,24,0
1,438,6233,18,0,0,3989,0,18,0,0,5,24,29,15,0,0
1,0,3916,30,0,0,28438,0,28,0,0,9,20,28,0,0,0
1,113588880,0,3,15816,2.19484e+11,8072,0,3,0,0,1,66333,26,0,0,0
1,54491259,0,4,32,211097314,3103,0,4,8,0,4,43,23,8,8,0
1,180198369,0,31,1090,1213616177,28828,0,31,6,0,0,0,30,0,0,0
1,15667184,0,66,0,13241997643,22094,0,66,0,0,25,574599,21,0,0,0
1,242954838,0,70,859,1551528910,42829,0,70,0,0,0,0,32,0,0,0
1,202235678,0,65,0,5927885763,41997,0,65,63,0,0,0,32,0,0,0
1,156060605,0,65,3480,1739813607,45987,0,65,0,0,0,0,24,1,1,0
1,125292931,0,72,0,6190432152,42454,0,71,126,0,0,0,29,0,0,0
1,212770360,0,29,8,99654632878,18519,0,29,8,0,10,7491,20,0,0,0
1,0,565,20,12,0,30640,0,20,0,0,1103,1103,35,2,0,0
1,92387432,0,4,1880,843286837,10485,0,4,36,0,1,12271,24,72,72,0
1,114272191,0,98,1724,1978986030,49412,0,97,2,0,0,0,28,7,7,0
1,50868008,0,13,0,545014142,10651,0,12,12,0,3,71851,25,56,56,0
1,40,7066,16,4,0,28183,0,15,0,0,3,292106,28,74,4,0
1,44845088,0,6,0,445536995,8185,0,6,0,0,3,63380,26,0,0,0
1,558,6216,21,0,0,8549,0,20,0,0,3,310926,21,0,0,0
1,43361540,0,99,2691,1598217274,38102,0,99,0,0,0,0,32,0,0,0
1,26812169,0,69,7,1766109359,44800,0,69,0,0,0,0,27,8,8,0
1,235370432,0,35,0,730676590,9001,0,35,0,0,21,569,23,32,32,0
1,146569736,0,7,0,758324577,9271,0,8,1,0,2,3983,20,24,24,0
1,238815848,0,5,0,709743892,8435,0,5,6,0,2,432,24,16,16,0
1,165488039,0,76,4095,1258439588,43403,0,76,1,0,0,0,34,0,0,0
1,150363440,0,25,712,975535821,19298,0,25,69,0,12,207238,27,0,0,0
1,136939368,0,4,0,108551620,1614,0,4,0,0,1,24,29,0,0,2
1,120110896,0,13,0,24684144,11909,0,13,0,0,9,11328,23,0,0,0
1,218986906,0,50,2257,1510027183,43831,0,50,12,0,0,0,26,7,7,0
1,201025490,0,11,0,12903878546,245,0,11,1,151,0,77,25,0,0,0
1,111388776,0,9,5096,4.12488e+11,3314,0,9,6,0,5,15585,19,0,0,0
1,144020128,0,6,0,397846976,4880,0,5,0,0,3,4397,18,0,0,0
1,233568064,0,4,48,486736949,7805,0,4,44,0,0,44086,21,64,64,0
1,108456381,0,67,45,1898857550,48090,0,66,4,0,0,0,31,0,0,0
1,93096040,0,7,0,199422241,3314,0,7,6,0,0,22343,17,16,16,0
1,147855008,0,45,16,2.48768e+12,18886,0,45,0,0,23,45,26,0,0,0
1,0,0,3,0,103,130,0,3,0,0,1,2,23,0,0,0
1,177746392,0,9,48,833393398,10335,0,8,24,0,1,10767,21,0,0,0
1,171736696,0,47,2464,2.10547e+12,18898,0,47,0,0,24,254957,27,0,0,0
1,16001936,0,3,0,187815843,3193,0,3,7,0,1,6649,24,0,0,0
1,132187819,0,73,0,1929135285,45553,0,73,6,0,0,0,27,0,0,0
1,0,4175,36,0,0,38610,0,34,0,0,21,36,38,0,0,0
1,9749792,0,50,0,40283418,24309,0,50,0,0,12,50,28,0,0,0
1,110784443,0,75,3988,1771459333,45014,0,75,18,0,0,0,30,0,0,0
1,24431624,0,67,23,1784252237,49479,0,67,12,0,0,0,28,0,0,0
1,139538448,0,2,0,26303893,852,0,2,0,0,0,2163,23,0,0,0
1,28324648,0,4,3208,6314354,133,0,4,6,0,1,514,19,392,392,0
1,148324143,0,71,3226,61797468530,43069,0,70,0,0,0,0,33,0,0,0
1,274,5541,17,0,0,11508,0,17,0,0,2,14,21,8,0,0
1,644,6083,72,0,0,4318,0,72,0,0,57,337,25,0,0,0
1,244108778,0,10,5448,69684857958,12102,0,10,138,0,7,6911,21,45264,45264,0
1,108366376,0,8,0,476700529,8812,0,8,5,0,2,108027,28,208,208,0
1,188444048,0,3,480,570416620,7162,0,3,306,0,0,13235,27,160,160,0
1,183294336,0,22,0,9528236209,12545,0,22,0,0,11,44669,30,312,312,0
1,234376126,0,49,2870,1076311168,22923,0,49,0,0,0,0,32,1,1,0
1,0,0,6,0,0,1617,0,6,0,0,0,91,31,0,0,0
1,158689481,0,69,2991,1785508590,49566,0,69,0,0,0,0,29,0,0,1
1,182220407,0,64,0,34587587156,27425,0,64,6,0,45,73,33,0,0,0
1,133703578,0,4,104,95706767,1160,0,4,71,0,0,318,24,152,152,0
1,313266976,630,17,658,0,38761,0,17,0,0,662,662,25,116,0,0
1,32379272,0,22,0,813263151,11999,0,22,3,0,11,5526,22,120,120,3598
1,83573221,0,26,0,926204499,27988,0,26,12,0,9,26,29,0,0,0
1,0,0,4,0,0,5524,0,4,0,0,62,62,26,0,0,0
1,0,1350,15,0,0,5216,0,15,0,0,2,4578,25,0,0,0
1,93818760,0,11,2048,456014030,9477,0,11,60,0,1,65024,25,40,40,0
1,124945904,0,6,0,8511656,868,0,6,0,0,0,32127,26,0,0,0
1,8,3141,40,0,0,51562,0,38,0,0,7,40,30,0,0,0
1,42,6241,22,0,0,8489,0,20,0,0,11,545038,23,7,7,0
1,0,8458,9,0,0,631,0,8,0,0,1,57,31,0,0,0
1,174352016,0,21,0,980478577,13297,0,21,7,0,13,90562,21,48,48,0
1,0,0,3,0,0,968,0,3,0,0,29,29,32,0,0,1
1,188626750,0,70,0,6312298904,45816,0,69,0,0,0,0,25,5,5,0
1,16,6575,56,0,0,49691,0,54,0,0,9,56,35,0,0,2
1,83874704,0,29,2144,171888901,23231,0,28,401,0,9,229593,21,16,16,0
1,75512117,0,79,3101,10432293752,45393,0,76,6,0,0,0,28,0,0,0
1,177693008,0,3,2312,816935693,9726,0,3,4,0,1,614,28,368,368,0
1,32740584,0,49,0,881802862,23397,0,49,80,0,13,467262,24,24,24,0
1,0,6191,17,0,0,30754,0,17,0,0,1,445412,36,20,3,0
1,159519728,0,7,0,3.6958e+11,13438,0,7,0,0,1,187302,31,296,296,0
1,21,3950,108,8,0,39709,0,106,0,0,72,108,30,2,0,0
1,192488552,0,49,0,861984031,18988,0,49,21,0,41,242150,32,8,8,10
1,115345504,0,1,0,145639080,2044,0,1,18,0,0,32,23,0,0,0
1,104065296,0,5,0,173548134,13329,0,5,0,0,2,3356,27,0,0,0
1,0,558,23,0,0,6193,0,21,0,0,48,48,30,0,0,0
1,39737416,0,27,2104,161426361,23276,0,26,0,0,6,211505,22,0,0,9
1,26,6183,12,0,0,9859,0,12,0,0,3,343929,20,5,0,0
1,0,561,23,0,0,6193,0,21,0,0,208,208,31,0,0,0
1,3354056,0,41,0,6.54223e+12,19530,0,41,0,0,13,41,28,0,0,0
1,2,3891,45,4,0,51697,0,43,0,0,7,45,31,0,0,0
1,0,457,7,0,0,4186,0,7,0,0,140,140,23,0,0,0
1,243335040,0,6,10512,804998551,9796,0,6,2,0,1,10475,25,32,32,0
1,1732,8366,11,0,0,9117,0,11,0,0,3,565,27,18,0,0
1,84058752,0,11,0,270832942,8763,0,11,6,0,0,242580,29,0,0,0
1,1117536981,631,14,324,0,28170,0,14,0,0,19,19,38,0,0,0
1,2,618,24,9,0,34478,0,24,0,0,794,794,30,0,0,0
1,0,565,14,39,0,25445,0,14,0,0,17,17,32,1,0,0
1,0,654,32,0,0,27962,0,31,0,0,39,39,25,0,0,0
1,853223928,572,15,10,0,31891,0,15,0,0,1173,1173,23,4,0,0
1,0,576,15,695,0,31890,0,15,0,0,1191,1191,24,10,0,0
1,19252969,0,41,228,2015566395,48475,0,41,0,0,0,0,29,7,7,2
1,0,634,32,0,0,28942,0,32,0,0,38,38,26,0,0,0
1,14790646,0,1,0,119399991,2434,0,1,6,0,0,7069,19,0,0,0
1,181305513,0,14,48,355393541,15346,0,14,35,0,8,4677,26,32,32,0
1,61821112,0,4,0,52744476,1014,0,4,5,0,0,51,23,8,8,0
1,122899784,0,5,0,96790425,1543,0,5,6,0,1,50,23,0,0,0
1,188066616,0,2,3584,172259593,1762,0,2,57,0,1,124,30,0,0,0
1,43,6450,21,0,0,23037,0,19,0,0,10,1028036,30,0,1,0
1,190816760,0,3,0,85623827,1377,0,3,6,0,0,242,23,0,0,0
1,0,0,1,836,0,6178,0,1,0,0,100,100,28,16,0,0
1,89,7283,14,0,0,23437,0,14,0,0,3,672017,30,3,7,0
1,0,0,5,0,0,1569,0,5,0,0,0,123,28,0,0,0
1,0,508,36,0,0,10489,0,36,0,0,279,577,23,0,0,0
1,0,631,31,1378,0,28990,0,31,0,0,38,38,25,0,0,9
1,24,5125,28,0,0,10492,0,28,0,0,5,248801,25,0,0,0
1,0,1350,12,0,0,6798,0,2,0,0,0,1084,26,0,0,0
1,15532058,625,20,213,0,34329,0,20,0,0,773,773,24,18,0,0
1,38345816,0,30,920,174558426,23396,0,29,1,0,8,233709,22,0,0,0
1,0,5758,41,0,0,51776,0,39,0,0,6,41,27,0,0,0
1,7660592,0,38,0,950607327,21669,0,37,0,0,8,264617,31,8,8,0
1,83475000,0,36,0,40961110,21804,0,36,0,0,9,271462,25,0,0,0
1,9783316,0,13,2660,1729188996,33623,0,13,12,0,0,0,25,0,0,0
1,173870312,0,78,0,60630856483,24688,0,78,0,0,17,78,32,0,0,0
1,227626300,0,71,0,14865050319,48429,0,69,0,0,0,0,32,0,0,0
1,170707946,0,71,0,10544159335,48436,0,70,0,0,0,0,31,0,0,3
1,17,3275,89,35,0,34485,0,87,0,0,47,89,44,11,0,0
1,0,454,7,0,0,8532,0,7,0,0,60,60,28,0,0,0
1,0,631,112,8,0,33577,0,110,0,0,817,817,29,0,0,0
1,0,6566,20,0,0,28941,0,20,0,0,5,1541022,26,124,0,0
1,242,5416,30,0,0,7264,0,30,0,0,11,167314,28,0,0,0
1,111941389,0,62,2902,847748068,29664,0,62,0,0,0,0,35,0,0,2
1,172957696,0,4,256,190637103,2765,0,4,6,0,4,265,25,0,0,0
1,0,6900,35,0,0,36417,0,33,0,0,9,35,30,0,0,0
1,200420872,0,68,2723,1659838326,42787,0,68,7,0,0,0,26,0,0,0
1,168813728,0,6,8,759525752,9366,0,6,34,0,3,9252,24,48,48,0
1,1712942242,611,17,1443,0,39527,0,17,0,0,1299,1299,27,27,0,0
1,34367360,0,121,0,1270894829,39999,0,122,110,0,0,0,24,0,0,0
1,145468708,0,29,3951,32225275681,48820,0,29,0,0,0,0,24,0,0,0
1,15204574,0,84,0,10449640688,45696,0,81,0,0,0,0,24,4,4,0
1,150619400,0,9,0,733920917,9511,0,9,6,0,2,25639,23,32,32,0
1,164957638,0,76,2342,14859674392,48531,0,73,0,0,0,0,31,0,0,8
1,109041320,0,3,0,8824706805,3607,0,3,6,0,1,237,17,16,16,0
1,23585786,0,85,1789,1702281408,50459,0,85,18,0,0,0,34,2,2,0
1,0,625,78,81,0,35769,0,78,0,0,1065,1065,39,0,0,0
1,4981002,566,35,0,0,24391,0,31,0,0,64,64,26,56,0,76
1,262148,634,23,369,0,35344,0,23,0,0,1106,1106,24,23,0,0
1,0,3850,27,0,0,17234,0,26,0,0,4,22,33,0,0,0
1,131072,442,8,4,0,25998,0,8,0,0,9,9,22,51,0,0
